,Processed File Name,Group,Year,geoBoundaryType,Boundary Level,Source 1,Source 2,License,License Detail,License Source,Link to Source Data-inaccurate; has some links to licenses,Link to Source Data,Recorder (Name),Last Updated Date,gDriveID
145,CYP_ADM1.zip,Cyprus,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1in_DkBQl6dVNXti1VPXLksD9PuLa5oWg/view?usp=sharing
146,CYP_ADM2.zip,Cyprus,2009.0,Open & Authoritative,ADM 2,Wikipedia,Cyprus Department of Land Registry and Geometry,Creative Commons Attribution-ShareAlike 3.0 Unported,,https://commons.wikimedia.org/wiki/File:Population_map_of_Cyprus.jpg,,https://commons.wikimedia.org/wiki/File:Population_map_of_Cyprus.jpg,,2020-05-25,https://drive.google.com/file/d/1mw0b25RoaWbyLEYkj5jfskl_zNM7iQHi/view?usp=sharing
147,CZE_ADM0.zip,Czech Republic,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/15szHphRZVOdnFAyG1ChvRSWu0qTFF5oK/view?usp=sharing
148,CZE_ADM1.zip,Czech Republic,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1B_5N_pvAjodOVKxhDgsP719qoDfQR800/view?usp=sharing
149,CZE_ADM2.zip,Czech Republic,2017.0,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1vDzt2sP_kfgUHw2uyzPeqmbUcpx513Gk/view?usp=sharing
150,CZE_ADM3.zip,Czech Republic,2017.0,Open,ADM 3,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1GMeHZJ7Jfddq-xSyHHzA_zYVG9VouAJw/view?usp=sharing
151,CZE_ADM4.zip,Czech Republic,2017.0,Open,ADM 4,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1yRv6aUIwFLxQ7jv2U-TxC4wqHTTuX28X/view?usp=sharing
152,COD_ADM0.zip,Democratic Republic of Congo,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/173XiHLl-bXVMolTBaLyGtA1QWgRh9oJx/view?usp=sharing
153,COD_ADM1.zip,Democratic Republic of Congo,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/14r62hTHDzlBTOCH1tSmkM8ZP7olfVBtn/view?usp=sharing
154,COD_ADM2.zip,Democratic Republic of Congo,2010.0,Open,ADM 2,Referential Geographique Commune,,Open Data Commons Open Database License 1.0,ODbL applies to all data on source site,http://www.rgc.cd/index.php?option=com_content&view=article&id=68:resume-de-la-licence-odbl-10&catid=47:licensing&Itemid=76,No,http://www.rgc.cd/index.php?option=com_content&view=category&layout=blog&id=41&Itemid=183,,2020-05-25,https://drive.google.com/file/d/1UnDwyIFav79D0xeDeDCjwkjmjpEOfk0w/view?usp=sharing
155,COD_ADM3.zip,Democratic Republic of Congo,2010.0,Open,ADM 3,Referential Geographique Commune,,Open Data Commons Open Database License 1.0,ODbL applies to all data on source site,http://www.rgc.cd/index.php?option=com_content&view=article&id=68:resume-de-la-licence-odbl-10&catid=47:licensing&Itemid=76,No,http://www.rgc.cd/index.php?option=com_content&view=category&layout=blog&id=41&Itemid=183,,2020-05-25,https://drive.google.com/file/d/1eneTW_Okl9ZGUWidxT9j_WdMu6I19j2p/view?usp=sharing
156,DNK_ADM0.zip,Denmark,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1xS7WVSVbBnyMlk9lRf1db6kBAPaRPJwB/view?usp=sharing
157,DNK_ADM1.zip,Denmark,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1bNCgUEuACNiF7sQfwDRUs7eqfuu_0_Fa/view?usp=sharing
158,DNK_ADM2.zip,Denmark,2017.0,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1GgsMMolfqEDsrX-O2Sr4audnWo-2yhwV/view?usp=sharing
159,DJI_ADM0.zip,Djibouti,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1hZz1LS3-Js0D7xUf0vG9gmpqm6YLybEP/view?usp=sharing
160,DJI_ADM1.zip,Djibouti,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1B3b3XKf2LZz9hBUkolvtraXvUxjqznDr/view?usp=sharing
161,DJI_ADM2.zip,Djibouti,2015.0,Humanitarian,ADM 2,HDX,,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/djibouti-administrative-levels-0-2-boundaries,No,https://data.humdata.org/dataset/djibouti-administrative-levels-0-2-boundaries,,2020-05-25,https://drive.google.com/file/d/1sOOaCBvEDnakFjTtAsUh7myDClhMiPae/view?usp=sharing
162,DMA_ADM0.zip,Dominica,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1MjQwH3WmxWhCE9Foi-9r4Zov2xDf_-Rg/view?usp=sharing
163,DMA_ADM1.zip,Dominica,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1awQxsNf4KeAShj9VTJhsmpUtH5G7TSqe/view?usp=sharing
164,DOM_ADM0.zip,Dominican Republic,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1Z51FAzwqXLf9pQd10iQKAFaMI4gjlc8u/view?usp=sharing
165,DOM_ADM1.zip,Dominican Republic,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/17ukYGyPCzFWprSMX2C9WjdOZuBPSHamq/view?usp=sharing
166,DOM_ADM2.zip,Dominican Republic,2017.0,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1wJiv8dEBD9oVxNQJkZRJUrk4DchxYm3-/view?usp=sharing
167,ECU_ADM0.zip,Ecuador,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1aGo4eXMApJYUscRNVHOhPJ2DGOX_6wx_/view?usp=sharing
168,ECU_ADM1.zip,Ecuador,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1CycPLJkMMfrX978gC7oOVCdLsa1VJ1CW/view?usp=sharing
169,ECU_ADM2.zip,Ecuador,2017.0,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1wD1SteblZioiCK8HbIzny89OKuk1FFKz/view?usp=sharing
170,EGY_ADM0.zip,Egypt,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1Ji7veaeIzGJhXcAJD95q2JSt_HrHP35V/view?usp=sharing
171,EGY_ADM1.zip,Egypt,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1E6O9FUoY_thgdEnEDBqY09bjEWRt1x9E/view?usp=sharing
172,EGY_ADM2.zip,Egypt,2017.0,Humanitarian,ADM 2,OCHA ROSEA/HDX,,Other - Humanitarian,Other - Humanitarian,https://data.humdata.org/dataset/egypt-administrative-boundaries-levels-0-3,No,https://data.humdata.org/dataset/egypt-administrative-boundaries-levels-0-3,,2020-05-25,https://drive.google.com/file/d/18yVFiXnHoZGH3iq0-cJKPvVfQEW5CB6c/view?usp=sharing
173,SLV_ADM0.zip,El Salvador,2015.0,Authoritative & Humanitarian,ADM 0,Centro Nacional de Registros,,Non-Commercial Use Only,Non-commercial use - Noted at the bottom of the page,https://www.cnr.gob.sv/geoportal-cnr/,,http://www.cnr.gob.sv/geoportal-cnr/,,2020-05-25,https://drive.google.com/file/d/1x2yIntVYnmfkNCdsWxr_toXNv8TIQEnj/view?usp=sharing
174,SLV_ADM1.zip,El Salvador,2015.0,Authoritative & Humanitarian,ADM 1,Centro Nacional de Registros,,Non-Commercial Use Only,Non-commercial use - Noted at the bottom of the page,https://www.cnr.gob.sv/geoportal-cnr/,,http://www.cnr.gob.sv/geoportal-cnr/,,2020-05-25,https://drive.google.com/file/d/16OEg0aynPb-TKDvtOLNi8TmDvbAoREVQ/view?usp=sharing
175,SLV_ADM2.zip,El Salvador,2015.0,Authoritative & Humanitarian,ADM 2,Centro Nacional de Registros,,Non-Commercial Use Only,Non-commercial use - Noted at the bottom of the page,https://www.cnr.gob.sv/geoportal-cnr/,,http://www.cnr.gob.sv/geoportal-cnr/,,2020-05-25,https://drive.google.com/file/d/14vS9i3oUQP52PmkdHQgAaTOh9G7_wepn/view?usp=sharing
176,GNQ_ADM0.zip,Equatorial Guinea,2016.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1enfotlQc5SX3TtOXqgI-CnH_kjxVRV_x/view?usp=sharing
177,GNQ_ADM1.zip,Equatorial Guinea,2016.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1rWgKbX4L7t6pDGEKKZIjqjGltToF2nJX/view?usp=sharing
178,GNQ_ADM2.zip,Equatorial Guinea,2013.0,,ADM 2,"World Resources Institute, Congo Forest Basin Atlas",,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons BY 4.0 - Noted by CC icon on web page,http://gnq-data.forest-atlas.org/datasets/equatorial-guinea-gis-data-2013,No,http://gnq-data.forest-atlas.org/datasets/equatorial-guinea-gis-data-2013,,2020-05-25,https://drive.google.com/file/d/1Kb_ZGjOVrLO85gKv8e32UM4x0fQOctTI/view?usp=sharing
179,ERI_ADM0.zip,Eritrea,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1Mb-jK__aQZpIareWI0tyKatOnnewm-GN/view?usp=sharing
180,ERI_ADM1.zip,Eritrea,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1Do5udYoXqyCJOi3CG4SzRLSwAjW8j6dz/view?usp=sharing
181,ERI_ADM2.zip,Eritrea,2002.0,Humanitarian,ADM 2,OCHA ROSEA/HDX,2002 World Bank report for number of ADM2 divisions (http://documents.worldbank.org/curated/en/461991468770937666/pdf/297930PAPER000182131587616.pdf),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/eritrea-admin-level-1-boundaries,No,https://data.humdata.org/dataset/eritrea-admin-level-1-boundaries,,2020-05-25,https://drive.google.com/file/d/1EgzALC0HNFvJSjh-DyBLQBy2AISjBDgV/view?usp=sharing
182,EST_ADM0.zip,Estonia,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1iHXdS0zQ9_lkLWDYAW_F3czspln8nxy8/view?usp=sharing
183,EST_ADM1.zip,Estonia,2016.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1GombZzCR4t_WX1V7jENE6mCDLnzdL0ey/view?usp=sharing
184,EST_ADM2.zip,Estonia,2017.0,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1WPCaaPZgUOkIxQLanopC_SKpv-FRP7Sj/view?usp=sharing
185,EST_ADM3.zip,Estonia,2018.0,,ADM 3,Estonia Land Board Geoportal,,Other - Organization Specific,Use not restricted but the reference to the data source (i.e. Estonian Land Board) and validity date (01.02.2018) must be made,https://geoportaal.maaamet.ee/eng/Maps-and-Data/Administrative-and-Settlement-Division-p312.html,No,https://geoportaal.maaamet.ee/eng/Maps-and-Data/Administrative-and-Settlement-Division-p312.html,,2020-05-25,https://drive.google.com/file/d/1Ks1Tex1uqjYZYtvqwr7wRZbVBCYbGqtU/view?usp=sharing
186,ETH_ADM0.zip,Ethiopia,2016.0,,ADM 0,Open Africa,Code for Ethiopia,Open Data Commons Open Database License 1.0,http://opendefinition.org/licenses/cc-by/,https://africaopendata.org/dataset/ethiopia-shapefiles,No,https://africaopendata.org/dataset/ethiopia-shapefiles,,2020-05-25,https://drive.google.com/file/d/10nfR73jebRIseE8E5IfoglXol-KDgzGC/view?usp=sharing
187,ETH_ADM1.zip,Ethiopia,2016.0,,ADM 1,Open Africa,Code for Ethiopia,Open Data Commons Open Database License 1.0,http://opendefinition.org/licenses/cc-by/,https://africaopendata.org/dataset/ethiopia-shapefiles,No,https://africaopendata.org/dataset/ethiopia-shapefiles,,2020-05-25,https://drive.google.com/file/d/1FYSPbZwvrfTu-a6LtmJc_uTuOp05HjKs/view?usp=sharing
188,ETH_ADM2.zip,Ethiopia,2016.0,,ADM 2,Open Africa,Code for Ethiopia,Open Data Commons Open Database License 1.0,http://opendefinition.org/licenses/cc-by/,https://africaopendata.org/dataset/ethiopia-shapefiles,No,https://africaopendata.org/dataset/ethiopia-shapefiles,,2020-05-25,https://drive.google.com/file/d/1iH7jsHi9itGf9IokBQydsmIpQZsgC55K/view?usp=sharing
189,ETH_ADM3.zip,Ethiopia,2016.0,,ADM 3,Open Africa,Code for Ethiopia,Open Data Commons Open Database License 1.0,http://opendefinition.org/licenses/cc-by/,https://africaopendata.org/dataset/ethiopia-shapefiles,No,https://africaopendata.org/dataset/ethiopia-shapefiles,,2020-05-25,https://drive.google.com/file/d/1pqYr6hKZoVXCLvMJVpbrjOy1NlJoGtaP/view?usp=sharing
190,FJI_ADM0.zip,Fiji,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1tRv_dEc1_5WHUhFG-BexYBXXOwszxgee/view?usp=sharing
191,FJI_ADM1.zip,Fiji,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1Pxvth_-VhMn3koF6J3PEYq2tLVFweFWY/view?usp=sharing
192,FJI_ADM2.zip,Fiji,2014.0,,ADM 2,POPGIS,,Other - Direct Permission,Granted to redistribute in email,https://twitter.com/WMgeoLab/status/1195463723642585088/photo/1,No,http://prism.spc.int/regional-data-and-tools/popgis2,,2020-05-25,https://drive.google.com/file/d/1ca6yeVX7e-rKJQwhj_CpDpvHvPPP1ttU/view?usp=sharing
193,FJI_ADM3.zip,Fiji,2014.0,,ADM 3,POPGIS,,Other - Direct Permission,Granted to redistribute in email,https://twitter.com/WMgeoLab/status/1195463723642585088/photo/1,No,http://prism.spc.int/regional-data-and-tools/popgis2,,2020-05-25,https://drive.google.com/file/d/1_S33cRDS77NgUzaTd4-3iN7VjVqwUvid/view?usp=sharing
194,FJI_ADM4.zip,Fiji,2014.0,,ADM 4,POPGIS,,Other - Direct Permission,Granted to redistribute in email,https://twitter.com/WMgeoLab/status/1195463723642585088/photo/1,No,http://prism.spc.int/regional-data-and-tools/popgis2,,2020-05-25,https://drive.google.com/file/d/151Qse2IOIG220_6kybRApwsKTzC8wr2Q/view?usp=sharing
195,FIN_ADM0.zip,Finland,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1Mj72zXVQQ651kUm4rUpifY5AkFyoSDEm/view?usp=sharing
196,FIN_ADM1.zip,Finland,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1vFviH-QzqRM9FQkYaVVJbdrBvyu1rXIV/view?usp=sharing
197,FIN_ADM2.zip,Finland,2016.0,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1CvJxmxT52Nr_IEI-9OPc_i9i1M9Vy-B7/view?usp=sharing
198,FIN_ADM3.zip,Finland,2017.0,Open,ADM 3,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1usbLUWf9Y424l5x0B_qAS7evglWq8EaE/view?usp=sharing
199,FRA_ADM0.zip,France,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1fgjlMUVrC1SGbgToXp1qwE6sd-ocT3Rw/view?usp=sharing
200,FRA_ADM1.zip,France,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/164HpYQ51IpCZNz43APHcFx1Z2ST_237G/view?usp=sharing
201,FRA_ADM2.zip,France,2017.0,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1Dwvt1O0TRNpH2FoKG5Kdz38ea5TU3Ky1/view?usp=sharing
202,FRA_ADM3.zip,France,2017.0,Open,ADM3,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/17RMT-OFElLGmaHPpbly06OzxEi205Gcd/view?usp=sharing
203,FRA_ADM4.zip,France,2015.0,,ADM 4,OpenStreetMap,Data.gouv.fr (http://data.gouv.fr),Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.data.gouv.fr/en/datasets/contours-osm-des-cantons-electoraux-departementaux-2015/,No,https://www.data.gouv.fr/en/datasets/contours-osm-des-cantons-electoraux-departementaux-2015/,,2020-05-25,https://drive.google.com/file/d/1oG1QQcTzBJLHaFszXGkfzBFYLQvbltIj/view?usp=sharing
204,GAB_ADM0.zip,Gabon,2015.0,Humanitarian,ADM 0,Second Administrative Level Boundaries (SALB),United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/gabon-administrative-boundaries,No,https://data.humdata.org/dataset/gabon-administrative-boundaries,,2020-05-25,https://drive.google.com/file/d/1ScAYtZj3cL0-In4cHK63hNSmcqpAePwZ/view?usp=sharing
205,GAB_ADM1.zip,Gabon,2015.0,Humanitarian,ADM 1,Second Administrative Level Boundaries (SALB),United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/gabon-administrative-boundaries,No,https://data.humdata.org/dataset/gabon-administrative-boundaries,,2020-05-25,https://drive.google.com/file/d/12kFoD6cdoM76hyzlxOZoKmemC-qT7bbH/view?usp=sharing
206,GAB_ADM2.zip,Gabon,2015.0,Humanitarian,ADM 2,Second Administrative Level Boundaries (SALB),United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/gabon-administrative-boundaries,No,https://data.humdata.org/dataset/gabon-administrative-boundaries,,2020-05-25,https://drive.google.com/file/d/1bi3cCFh3AEKbSbhmng6CA55wNQ4_8ica/view?usp=sharing
207,GMB_ADM0.zip,Gambia,2017.0,Humanitarian,ADM 0,World Food Programme,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/gambia-administrative-boundaries,No,https://data.humdata.org/dataset/gambia-administrative-boundaries,,2020-05-25,https://drive.google.com/file/d/18II30MIssFdrPW9pjfmCiKsuP3D3kRA6/view?usp=sharing
208,GMB_ADM1.zip,Gambia,2017.0,Humanitarian,ADM 1,World Food Programme,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/gambia-administrative-boundaries,No,https://data.humdata.org/dataset/gambia-administrative-boundaries,,2020-05-25,https://drive.google.com/file/d/1hs07-j_SVStOjDd-InN_7zUfH1WpU4Zk/view?usp=sharing
209,GMB_ADM2.zip,Gambia,2017.0,Humanitarian,ADM 2,World Food Programme,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/gambia-administrative-boundaries,No,https://data.humdata.org/dataset/gambia-administrative-boundaries,,2020-05-25,https://drive.google.com/file/d/1WLzkmzou696tZLK08lamDQONY7dzYBHV/view?usp=sharing
210,GEO_ADM0.zip,Georgia,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1q1PV0OMZiBGCxYDAMHsGDs_2tBeDDsXt/view?usp=sharing
211,GEO_ADM1.zip,Georgia,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1qfAHWaYWgf8f7_8xTfvlQFq__GwbSL9P/view?usp=sharing
212,GEO_ADM2.zip,Georgia,2017.0,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1OC6Gwrg3LCOWRP2YKVZcaMCFgAjCbOAR/view?usp=sharing
213,DEU_ADM0.zip,Germany,2017.0,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1Vw8wmFBdv7qtn4sy6QSiEvhDOahxZ74O/view?usp=sharing
214,DEU_ADM1.zip,Germany,2017.0,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1gSQIkogXRZ56TLL66tIq12pnx8ObZZyX/view?usp=sharing
215,DEU_ADM2.zip,Germany,2017.0,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,2020-05-25,https://drive.google.com/file/d/1NQZAkgtFEaAJg4mdt98D1rJxOPAI8DLA/view?usp=sharing
