column_0,dstid,sourceid,day,total_records,total_duration,total_squares_duration,total_log_duration,total_squares_log_duration,geoid10,X_geojson,day1_geom,day2_geom
398,289,567,12,1,2356,5550736,7.76472054477148,60.2908851383963,42003491101,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.982611,40.329388],[-79.97916,40.327471],[-79.976259,40.327549],[-79.97521,40.324698],[-79.96885,40.322304],[-79.962024,40.319873],[-79.95964,40.317689],[-79.956973,40.320138],[-79.956919,40.321181],[-79.95298,40.320427],[-79.942554,40.31645],[-79.940482,40.317215],[-79.938697,40.313235],[-79.936479,40.308318],[-79.934648,40.305698],[-79.930619,40.301983],[-79.928984,40.30107],[-79.923345,40.300594],[-79.92166,40.299697],[-79.917247,40.293826],[-79.914283,40.29142],[-79.921876,40.289575],[-79.922903,40.288873],[-79.92389,40.286171],[-79.925325,40.285295],[-79.93496,40.284161],[-79.936169,40.283342],[-79.93593,40.279539],[-79.942388,40.278979],[-79.943619,40.279482],[-79.946412,40.282195],[-79.94838,40.282039],[-79.951485,40.280075],[-79.957389,40.279179],[-79.959829,40.279486],[-79.964966,40.281093],[-79.963945,40.282273],[-79.965208,40.285262],[-79.965495,40.288772],[-79.971043,40.292324],[-79.972961,40.29762],[-79.972784,40.299738],[-79.973879,40.301571],[-79.976372,40.306044],[-79.976368,40.309194],[-79.978301,40.311002],[-79.978982,40.312742],[-79.979017,40.316743],[-79.980291,40.323278],[-79.985071,40.328396],[-79.982611,40.329388]]]]},""properties"":{""MOVEMENT_ID"":""289"",""DISPLAY_NAME"":""200 Orchard Court, Clairton"",""GEOID10"":""42003491101""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.982611,40.329388],[-79.97916,40.327471],[-79.976259,40.327549],[-79.97521,40.324698],[-79.96885,40.322304],[-79.962024,40.319873],[-79.95964,40.317689],[-79.956973,40.320138],[-79.956919,40.321181],[-79.95298,40.320427],[-79.942554,40.31645],[-79.940482,40.317215],[-79.938697,40.313235],[-79.936479,40.308318],[-79.934648,40.305698],[-79.930619,40.301983],[-79.928984,40.30107],[-79.923345,40.300594],[-79.92166,40.299697],[-79.917247,40.293826],[-79.914283,40.29142],[-79.921876,40.289575],[-79.922903,40.288873],[-79.92389,40.286171],[-79.925325,40.285295],[-79.93496,40.284161],[-79.936169,40.283342],[-79.93593,40.279539],[-79.942388,40.278979],[-79.943619,40.279482],[-79.946412,40.282195],[-79.94838,40.282039],[-79.951485,40.280075],[-79.957389,40.279179],[-79.959829,40.279486],[-79.964966,40.281093],[-79.963945,40.282273],[-79.965208,40.285262],[-79.965495,40.288772],[-79.971043,40.292324],[-79.972961,40.29762],[-79.972784,40.299738],[-79.973879,40.301571],[-79.976372,40.306044],[-79.976368,40.309194],[-79.978301,40.311002],[-79.978982,40.312742],[-79.979017,40.316743],[-79.980291,40.323278],[-79.985071,40.328396],[-79.982611,40.329388]]]]},""properties"":{""MOVEMENT_ID"":""289"",""DISPLAY_NAME"":""200 Orchard Court, Clairton"",""GEOID10"":""42003491101""}}",
399,290,567,12,2,4009,8607421,15.1325432614775,114.64626822368,42003491200,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.940482,40.317215],[-79.93688,40.31854],[-79.940415,40.323374],[-79.937307,40.329938],[-79.931436,40.326585],[-79.931315,40.325459],[-79.929135,40.325885],[-79.927056,40.324479],[-79.925802,40.325599],[-79.901255,40.320116],[-79.898791,40.319549],[-79.899392,40.318679],[-79.900468,40.318973],[-79.900467,40.317195],[-79.898853,40.316569],[-79.8973,40.314253],[-79.897753,40.313826],[-79.899589,40.312099],[-79.900743,40.312036],[-79.895059,40.306091],[-79.895259,40.304881],[-79.899632,40.301915],[-79.895365,40.29889],[-79.889186,40.300709],[-79.884388,40.298462],[-79.883666,40.298136],[-79.893971,40.296758],[-79.899975,40.295679],[-79.900139,40.293801],[-79.903004,40.293666],[-79.904221,40.294448],[-79.908527,40.294278],[-79.911341,40.291093],[-79.912911,40.290745],[-79.912887,40.290961],[-79.914283,40.29142],[-79.917247,40.293826],[-79.92166,40.299697],[-79.923345,40.300594],[-79.928984,40.30107],[-79.930619,40.301983],[-79.934648,40.305698],[-79.936479,40.308318],[-79.938697,40.313235],[-79.940482,40.317215]]]]},""properties"":{""MOVEMENT_ID"":""290"",""DISPLAY_NAME"":""1000 Clairton Road, Jefferson Hills"",""GEOID10"":""42003491200""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.940482,40.317215],[-79.93688,40.31854],[-79.940415,40.323374],[-79.937307,40.329938],[-79.931436,40.326585],[-79.931315,40.325459],[-79.929135,40.325885],[-79.927056,40.324479],[-79.925802,40.325599],[-79.901255,40.320116],[-79.898791,40.319549],[-79.899392,40.318679],[-79.900468,40.318973],[-79.900467,40.317195],[-79.898853,40.316569],[-79.8973,40.314253],[-79.897753,40.313826],[-79.899589,40.312099],[-79.900743,40.312036],[-79.895059,40.306091],[-79.895259,40.304881],[-79.899632,40.301915],[-79.895365,40.29889],[-79.889186,40.300709],[-79.884388,40.298462],[-79.883666,40.298136],[-79.893971,40.296758],[-79.899975,40.295679],[-79.900139,40.293801],[-79.903004,40.293666],[-79.904221,40.294448],[-79.908527,40.294278],[-79.911341,40.291093],[-79.912911,40.290745],[-79.912887,40.290961],[-79.914283,40.29142],[-79.917247,40.293826],[-79.92166,40.299697],[-79.923345,40.300594],[-79.928984,40.30107],[-79.930619,40.301983],[-79.934648,40.305698],[-79.936479,40.308318],[-79.938697,40.313235],[-79.940482,40.317215]]]]},""properties"":{""MOVEMENT_ID"":""290"",""DISPLAY_NAME"":""1000 Clairton Road, Jefferson Hills"",""GEOID10"":""42003491200""}}",
400,290,567,5,3,5324,9586826,22.4205937314836,167.609566536226,42003491200,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.940482,40.317215],[-79.93688,40.31854],[-79.940415,40.323374],[-79.937307,40.329938],[-79.931436,40.326585],[-79.931315,40.325459],[-79.929135,40.325885],[-79.927056,40.324479],[-79.925802,40.325599],[-79.901255,40.320116],[-79.898791,40.319549],[-79.899392,40.318679],[-79.900468,40.318973],[-79.900467,40.317195],[-79.898853,40.316569],[-79.8973,40.314253],[-79.897753,40.313826],[-79.899589,40.312099],[-79.900743,40.312036],[-79.895059,40.306091],[-79.895259,40.304881],[-79.899632,40.301915],[-79.895365,40.29889],[-79.889186,40.300709],[-79.884388,40.298462],[-79.883666,40.298136],[-79.893971,40.296758],[-79.899975,40.295679],[-79.900139,40.293801],[-79.903004,40.293666],[-79.904221,40.294448],[-79.908527,40.294278],[-79.911341,40.291093],[-79.912911,40.290745],[-79.912887,40.290961],[-79.914283,40.29142],[-79.917247,40.293826],[-79.92166,40.299697],[-79.923345,40.300594],[-79.928984,40.30107],[-79.930619,40.301983],[-79.934648,40.305698],[-79.936479,40.308318],[-79.938697,40.313235],[-79.940482,40.317215]]]]},""properties"":{""MOVEMENT_ID"":""290"",""DISPLAY_NAME"":""1000 Clairton Road, Jefferson Hills"",""GEOID10"":""42003491200""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.940482,40.317215],[-79.93688,40.31854],[-79.940415,40.323374],[-79.937307,40.329938],[-79.931436,40.326585],[-79.931315,40.325459],[-79.929135,40.325885],[-79.927056,40.324479],[-79.925802,40.325599],[-79.901255,40.320116],[-79.898791,40.319549],[-79.899392,40.318679],[-79.900468,40.318973],[-79.900467,40.317195],[-79.898853,40.316569],[-79.8973,40.314253],[-79.897753,40.313826],[-79.899589,40.312099],[-79.900743,40.312036],[-79.895059,40.306091],[-79.895259,40.304881],[-79.899632,40.301915],[-79.895365,40.29889],[-79.889186,40.300709],[-79.884388,40.298462],[-79.883666,40.298136],[-79.893971,40.296758],[-79.899975,40.295679],[-79.900139,40.293801],[-79.903004,40.293666],[-79.904221,40.294448],[-79.908527,40.294278],[-79.911341,40.291093],[-79.912911,40.290745],[-79.912887,40.290961],[-79.914283,40.29142],[-79.917247,40.293826],[-79.92166,40.299697],[-79.923345,40.300594],[-79.928984,40.30107],[-79.930619,40.301983],[-79.934648,40.305698],[-79.936479,40.308318],[-79.938697,40.313235],[-79.940482,40.317215]]]]},""properties"":{""MOVEMENT_ID"":""290"",""DISPLAY_NAME"":""1000 Clairton Road, Jefferson Hills"",""GEOID10"":""42003491200""}}"
401,296,567,5,1,1227,1505529,7.11232744471091,50.585201680788,42003507000,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.816,40.381094],[-79.813244,40.384666],[-79.811883,40.385358],[-79.811517,40.386687],[-79.802594,40.391419],[-79.798472,40.390628],[-79.798438,40.386451],[-79.804282,40.384302],[-79.806111,40.383058],[-79.804978,40.381874],[-79.807011,40.379364],[-79.810561,40.38066],[-79.811231,40.37908],[-79.812738,40.379491],[-79.813878,40.377082],[-79.816682,40.378599],[-79.816,40.381094]]]]},""properties"":{""MOVEMENT_ID"":""296"",""DISPLAY_NAME"":""900 Josephine Street, East McKeesport"",""GEOID10"":""42003507000""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.816,40.381094],[-79.813244,40.384666],[-79.811883,40.385358],[-79.811517,40.386687],[-79.802594,40.391419],[-79.798472,40.390628],[-79.798438,40.386451],[-79.804282,40.384302],[-79.806111,40.383058],[-79.804978,40.381874],[-79.807011,40.379364],[-79.810561,40.38066],[-79.811231,40.37908],[-79.812738,40.379491],[-79.813878,40.377082],[-79.816682,40.378599],[-79.816,40.381094]]]]},""properties"":{""MOVEMENT_ID"":""296"",""DISPLAY_NAME"":""900 Josephine Street, East McKeesport"",""GEOID10"":""42003507000""}}"
402,296,567,12,8,16255,43102813,59.8418452193636,449.674775843064,42003507000,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.816,40.381094],[-79.813244,40.384666],[-79.811883,40.385358],[-79.811517,40.386687],[-79.802594,40.391419],[-79.798472,40.390628],[-79.798438,40.386451],[-79.804282,40.384302],[-79.806111,40.383058],[-79.804978,40.381874],[-79.807011,40.379364],[-79.810561,40.38066],[-79.811231,40.37908],[-79.812738,40.379491],[-79.813878,40.377082],[-79.816682,40.378599],[-79.816,40.381094]]]]},""properties"":{""MOVEMENT_ID"":""296"",""DISPLAY_NAME"":""900 Josephine Street, East McKeesport"",""GEOID10"":""42003507000""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.816,40.381094],[-79.813244,40.384666],[-79.811883,40.385358],[-79.811517,40.386687],[-79.802594,40.391419],[-79.798472,40.390628],[-79.798438,40.386451],[-79.804282,40.384302],[-79.806111,40.383058],[-79.804978,40.381874],[-79.807011,40.379364],[-79.810561,40.38066],[-79.811231,40.37908],[-79.812738,40.379491],[-79.813878,40.377082],[-79.816682,40.378599],[-79.816,40.381094]]]]},""properties"":{""MOVEMENT_ID"":""296"",""DISPLAY_NAME"":""900 Josephine Street, East McKeesport"",""GEOID10"":""42003507000""}}",
403,297,567,12,13,15953,26864991,90.9092544852282,638.227088741057,42003510000,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.846419,40.393965],[-79.84444,40.397855],[-79.840446,40.399044],[-79.839221,40.39981],[-79.838063,40.400422],[-79.837936,40.401798],[-79.837153,40.402464],[-79.833322,40.405327],[-79.833691,40.400538],[-79.83068,40.39952],[-79.830103,40.399337],[-79.8301,40.398347],[-79.833344,40.396143],[-79.836286,40.392749],[-79.836517,40.39156],[-79.838207,40.390909],[-79.844839,40.39293],[-79.846633,40.393702],[-79.846419,40.393965]]]]},""properties"":{""MOVEMENT_ID"":""297"",""DISPLAY_NAME"":""500 Bessemer Avenue, East Pittsburgh"",""GEOID10"":""42003510000""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.846419,40.393965],[-79.84444,40.397855],[-79.840446,40.399044],[-79.839221,40.39981],[-79.838063,40.400422],[-79.837936,40.401798],[-79.837153,40.402464],[-79.833322,40.405327],[-79.833691,40.400538],[-79.83068,40.39952],[-79.830103,40.399337],[-79.8301,40.398347],[-79.833344,40.396143],[-79.836286,40.392749],[-79.836517,40.39156],[-79.838207,40.390909],[-79.844839,40.39293],[-79.846633,40.393702],[-79.846419,40.393965]]]]},""properties"":{""MOVEMENT_ID"":""297"",""DISPLAY_NAME"":""500 Bessemer Avenue, East Pittsburgh"",""GEOID10"":""42003510000""}}",
404,297,567,5,11,15116,26064464,78.3327994551191,559.898464214645,42003510000,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.846419,40.393965],[-79.84444,40.397855],[-79.840446,40.399044],[-79.839221,40.39981],[-79.838063,40.400422],[-79.837936,40.401798],[-79.837153,40.402464],[-79.833322,40.405327],[-79.833691,40.400538],[-79.83068,40.39952],[-79.830103,40.399337],[-79.8301,40.398347],[-79.833344,40.396143],[-79.836286,40.392749],[-79.836517,40.39156],[-79.838207,40.390909],[-79.844839,40.39293],[-79.846633,40.393702],[-79.846419,40.393965]]]]},""properties"":{""MOVEMENT_ID"":""297"",""DISPLAY_NAME"":""500 Bessemer Avenue, East Pittsburgh"",""GEOID10"":""42003510000""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.846419,40.393965],[-79.84444,40.397855],[-79.840446,40.399044],[-79.839221,40.39981],[-79.838063,40.400422],[-79.837936,40.401798],[-79.837153,40.402464],[-79.833322,40.405327],[-79.833691,40.400538],[-79.83068,40.39952],[-79.830103,40.399337],[-79.8301,40.398347],[-79.833344,40.396143],[-79.836286,40.392749],[-79.836517,40.39156],[-79.838207,40.390909],[-79.844839,40.39293],[-79.846633,40.393702],[-79.846419,40.393965]]]]},""properties"":{""MOVEMENT_ID"":""297"",""DISPLAY_NAME"":""500 Bessemer Avenue, East Pittsburgh"",""GEOID10"":""42003510000""}}"
405,298,567,12,107,77993,76757103,692.325014961075,4501.72490803361,42003516100,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.894563,40.43353],[-79.885782,40.436843],[-79.884995,40.432951],[-79.884627,40.430376],[-79.885212,40.426901],[-79.886001,40.424518],[-79.886185,40.423963],[-79.886362,40.424198],[-79.88801,40.424678],[-79.890923,40.42756],[-79.892032,40.428111],[-79.892386,40.428475],[-79.892102,40.429576],[-79.894563,40.43353]]]]},""properties"":{""MOVEMENT_ID"":""298"",""DISPLAY_NAME"":""200 Garland Street, Pittsburgh"",""GEOID10"":""42003516100""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.894563,40.43353],[-79.885782,40.436843],[-79.884995,40.432951],[-79.884627,40.430376],[-79.885212,40.426901],[-79.886001,40.424518],[-79.886185,40.423963],[-79.886362,40.424198],[-79.88801,40.424678],[-79.890923,40.42756],[-79.892032,40.428111],[-79.892386,40.428475],[-79.892102,40.429576],[-79.894563,40.43353]]]]},""properties"":{""MOVEMENT_ID"":""298"",""DISPLAY_NAME"":""200 Garland Street, Pittsburgh"",""GEOID10"":""42003516100""}}",
406,298,567,5,80,64334,69465960,523.86236085904,3451.32475792741,42003516100,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.894563,40.43353],[-79.885782,40.436843],[-79.884995,40.432951],[-79.884627,40.430376],[-79.885212,40.426901],[-79.886001,40.424518],[-79.886185,40.423963],[-79.886362,40.424198],[-79.88801,40.424678],[-79.890923,40.42756],[-79.892032,40.428111],[-79.892386,40.428475],[-79.892102,40.429576],[-79.894563,40.43353]]]]},""properties"":{""MOVEMENT_ID"":""298"",""DISPLAY_NAME"":""200 Garland Street, Pittsburgh"",""GEOID10"":""42003516100""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.894563,40.43353],[-79.885782,40.436843],[-79.884995,40.432951],[-79.884627,40.430376],[-79.885212,40.426901],[-79.886001,40.424518],[-79.886185,40.423963],[-79.886362,40.424198],[-79.88801,40.424678],[-79.890923,40.42756],[-79.892032,40.428111],[-79.892386,40.428475],[-79.892102,40.429576],[-79.894563,40.43353]]]]},""properties"":{""MOVEMENT_ID"":""298"",""DISPLAY_NAME"":""200 Garland Street, Pittsburgh"",""GEOID10"":""42003516100""}}"
407,299,567,5,16,16164,22111790,108.626234401475,741.020337613951,42003518001,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.871047,40.427586],[-79.87046,40.429936],[-79.871063,40.432044],[-79.868845,40.432211],[-79.86675,40.431325],[-79.865552,40.432888],[-79.861498,40.438222],[-79.857161,40.434699],[-79.856261,40.43391],[-79.853646,40.435616],[-79.852007,40.43689],[-79.848451,40.433598],[-79.851635,40.431344],[-79.851887,40.430102],[-79.849529,40.422901],[-79.850414,40.420128],[-79.85003,40.419786],[-79.852248,40.416996],[-79.852382,40.417125],[-79.851519,40.418367],[-79.858203,40.421105],[-79.859701,40.420722],[-79.861456,40.421608],[-79.863879,40.422419],[-79.865089,40.422642],[-79.867706,40.423346],[-79.869307,40.425527],[-79.872347,40.426906],[-79.871047,40.427586]]]]},""properties"":{""MOVEMENT_ID"":""299"",""DISPLAY_NAME"":""1000 Sherwood Road, Pittsburgh"",""GEOID10"":""42003518001""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.871047,40.427586],[-79.87046,40.429936],[-79.871063,40.432044],[-79.868845,40.432211],[-79.86675,40.431325],[-79.865552,40.432888],[-79.861498,40.438222],[-79.857161,40.434699],[-79.856261,40.43391],[-79.853646,40.435616],[-79.852007,40.43689],[-79.848451,40.433598],[-79.851635,40.431344],[-79.851887,40.430102],[-79.849529,40.422901],[-79.850414,40.420128],[-79.85003,40.419786],[-79.852248,40.416996],[-79.852382,40.417125],[-79.851519,40.418367],[-79.858203,40.421105],[-79.859701,40.420722],[-79.861456,40.421608],[-79.863879,40.422419],[-79.865089,40.422642],[-79.867706,40.423346],[-79.869307,40.425527],[-79.872347,40.426906],[-79.871047,40.427586]]]]},""properties"":{""MOVEMENT_ID"":""299"",""DISPLAY_NAME"":""1000 Sherwood Road, Pittsburgh"",""GEOID10"":""42003518001""}}"
408,299,567,12,23,23225,32393313,156.039057293887,1063.83088594987,42003518001,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.871047,40.427586],[-79.87046,40.429936],[-79.871063,40.432044],[-79.868845,40.432211],[-79.86675,40.431325],[-79.865552,40.432888],[-79.861498,40.438222],[-79.857161,40.434699],[-79.856261,40.43391],[-79.853646,40.435616],[-79.852007,40.43689],[-79.848451,40.433598],[-79.851635,40.431344],[-79.851887,40.430102],[-79.849529,40.422901],[-79.850414,40.420128],[-79.85003,40.419786],[-79.852248,40.416996],[-79.852382,40.417125],[-79.851519,40.418367],[-79.858203,40.421105],[-79.859701,40.420722],[-79.861456,40.421608],[-79.863879,40.422419],[-79.865089,40.422642],[-79.867706,40.423346],[-79.869307,40.425527],[-79.872347,40.426906],[-79.871047,40.427586]]]]},""properties"":{""MOVEMENT_ID"":""299"",""DISPLAY_NAME"":""1000 Sherwood Road, Pittsburgh"",""GEOID10"":""42003518001""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.871047,40.427586],[-79.87046,40.429936],[-79.871063,40.432044],[-79.868845,40.432211],[-79.86675,40.431325],[-79.865552,40.432888],[-79.861498,40.438222],[-79.857161,40.434699],[-79.856261,40.43391],[-79.853646,40.435616],[-79.852007,40.43689],[-79.848451,40.433598],[-79.851635,40.431344],[-79.851887,40.430102],[-79.849529,40.422901],[-79.850414,40.420128],[-79.85003,40.419786],[-79.852248,40.416996],[-79.852382,40.417125],[-79.851519,40.418367],[-79.858203,40.421105],[-79.859701,40.420722],[-79.861456,40.421608],[-79.863879,40.422419],[-79.865089,40.422642],[-79.867706,40.423346],[-79.869307,40.425527],[-79.872347,40.426906],[-79.871047,40.427586]]]]},""properties"":{""MOVEMENT_ID"":""299"",""DISPLAY_NAME"":""1000 Sherwood Road, Pittsburgh"",""GEOID10"":""42003518001""}}",
409,300,567,5,21,32713,88267863,150.643633388159,1086.18386286058,42003521500,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.764834,40.44584],[-79.764663,40.446079],[-79.764164,40.447307],[-79.762244,40.449183],[-79.760111,40.455799],[-79.757887,40.457839],[-79.757778,40.458366],[-79.758598,40.459863],[-79.756386,40.459675],[-79.753513,40.460279],[-79.748201,40.457248],[-79.744611,40.456627],[-79.738863,40.457761],[-79.73641,40.456529],[-79.735356,40.455374],[-79.731651,40.453453],[-79.730423,40.453058],[-79.724494,40.450139],[-79.719506,40.447265],[-79.717132,40.446495],[-79.713846,40.445839],[-79.711351,40.445884],[-79.709526,40.448113],[-79.708142,40.447673],[-79.707379,40.446266],[-79.703834,40.443526],[-79.704503,40.434025],[-79.70473,40.427562],[-79.709872,40.430221],[-79.712998,40.430416],[-79.722063,40.42721],[-79.724158,40.427238],[-79.72559,40.427645],[-79.72684,40.428437],[-79.732471,40.434155],[-79.734637,40.435731],[-79.739546,40.437878],[-79.742481,40.438486],[-79.750926,40.438791],[-79.758288,40.438935],[-79.763467,40.442635],[-79.766691,40.444004],[-79.764834,40.44584]]]]},""properties"":{""MOVEMENT_ID"":""300"",""DISPLAY_NAME"":""700 Citadel Drive, Monroeville"",""GEOID10"":""42003521500""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.764834,40.44584],[-79.764663,40.446079],[-79.764164,40.447307],[-79.762244,40.449183],[-79.760111,40.455799],[-79.757887,40.457839],[-79.757778,40.458366],[-79.758598,40.459863],[-79.756386,40.459675],[-79.753513,40.460279],[-79.748201,40.457248],[-79.744611,40.456627],[-79.738863,40.457761],[-79.73641,40.456529],[-79.735356,40.455374],[-79.731651,40.453453],[-79.730423,40.453058],[-79.724494,40.450139],[-79.719506,40.447265],[-79.717132,40.446495],[-79.713846,40.445839],[-79.711351,40.445884],[-79.709526,40.448113],[-79.708142,40.447673],[-79.707379,40.446266],[-79.703834,40.443526],[-79.704503,40.434025],[-79.70473,40.427562],[-79.709872,40.430221],[-79.712998,40.430416],[-79.722063,40.42721],[-79.724158,40.427238],[-79.72559,40.427645],[-79.72684,40.428437],[-79.732471,40.434155],[-79.734637,40.435731],[-79.739546,40.437878],[-79.742481,40.438486],[-79.750926,40.438791],[-79.758288,40.438935],[-79.763467,40.442635],[-79.766691,40.444004],[-79.764834,40.44584]]]]},""properties"":{""MOVEMENT_ID"":""300"",""DISPLAY_NAME"":""700 Citadel Drive, Monroeville"",""GEOID10"":""42003521500""}}"
410,300,567,12,23,26682,34487782,161.292192108378,1132.85937629445,42003521500,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.764834,40.44584],[-79.764663,40.446079],[-79.764164,40.447307],[-79.762244,40.449183],[-79.760111,40.455799],[-79.757887,40.457839],[-79.757778,40.458366],[-79.758598,40.459863],[-79.756386,40.459675],[-79.753513,40.460279],[-79.748201,40.457248],[-79.744611,40.456627],[-79.738863,40.457761],[-79.73641,40.456529],[-79.735356,40.455374],[-79.731651,40.453453],[-79.730423,40.453058],[-79.724494,40.450139],[-79.719506,40.447265],[-79.717132,40.446495],[-79.713846,40.445839],[-79.711351,40.445884],[-79.709526,40.448113],[-79.708142,40.447673],[-79.707379,40.446266],[-79.703834,40.443526],[-79.704503,40.434025],[-79.70473,40.427562],[-79.709872,40.430221],[-79.712998,40.430416],[-79.722063,40.42721],[-79.724158,40.427238],[-79.72559,40.427645],[-79.72684,40.428437],[-79.732471,40.434155],[-79.734637,40.435731],[-79.739546,40.437878],[-79.742481,40.438486],[-79.750926,40.438791],[-79.758288,40.438935],[-79.763467,40.442635],[-79.766691,40.444004],[-79.764834,40.44584]]]]},""properties"":{""MOVEMENT_ID"":""300"",""DISPLAY_NAME"":""700 Citadel Drive, Monroeville"",""GEOID10"":""42003521500""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.764834,40.44584],[-79.764663,40.446079],[-79.764164,40.447307],[-79.762244,40.449183],[-79.760111,40.455799],[-79.757887,40.457839],[-79.757778,40.458366],[-79.758598,40.459863],[-79.756386,40.459675],[-79.753513,40.460279],[-79.748201,40.457248],[-79.744611,40.456627],[-79.738863,40.457761],[-79.73641,40.456529],[-79.735356,40.455374],[-79.731651,40.453453],[-79.730423,40.453058],[-79.724494,40.450139],[-79.719506,40.447265],[-79.717132,40.446495],[-79.713846,40.445839],[-79.711351,40.445884],[-79.709526,40.448113],[-79.708142,40.447673],[-79.707379,40.446266],[-79.703834,40.443526],[-79.704503,40.434025],[-79.70473,40.427562],[-79.709872,40.430221],[-79.712998,40.430416],[-79.722063,40.42721],[-79.724158,40.427238],[-79.72559,40.427645],[-79.72684,40.428437],[-79.732471,40.434155],[-79.734637,40.435731],[-79.739546,40.437878],[-79.742481,40.438486],[-79.750926,40.438791],[-79.758288,40.438935],[-79.763467,40.442635],[-79.766691,40.444004],[-79.764834,40.44584]]]]},""properties"":{""MOVEMENT_ID"":""300"",""DISPLAY_NAME"":""700 Citadel Drive, Monroeville"",""GEOID10"":""42003521500""}}",
