status,META_requiredChecksPassing,GEOM_requiredChecksPassing,META_canonicalNameInMeta,META_licenseImageInZip,META_yearValid,META_isoValid,META_boundaryTypeValid,META_sourceExists,META_releaseTypeValid,META_releaseTypeCorrectFolder,META_licenseValid,META_licenseSourceExists,META_dataSourceExists,GEOM_boundaryNamesColumnExists,GEOM_boundaryNamesFilledIn,GEOM_boundaryISOColumnExists,GEOM_boundaryISOsFilledIn,GEOM_Topology,GEOM_Projection,boundaryID,boundaryISO,boundaryType,boundaryYear,boundarySource_1,boundarySource_2,boundaryCanonical,boundaryLicense,licenseDetail,licenseSource,boundarySourceURL,downloadURL
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,DMA-ADM0-dev,DMA,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MOZ_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,KIR-ADM0-dev,KIR,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/KIR_ADM0.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,KIR-ADM0-dev,KIR,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/IDN_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,TWN-ADM2-dev,TWN,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/TWN_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,BWA-ADM2-dev,BWA,ADM2,2015.0,RCMRD,nan,,Public Domain,PD,http//geoportal.rcmrd.org/layers/servir%3Abotswana_adm2#license-more-above,http//geoportal.rcmrd.org/layers/servir%3Abotswana_adm2#more,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BWA_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,YEM-ADM0-dev,YEM,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/YEM_ADM0.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,YEM-ADM0-dev,YEM,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/URY_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,YEM-ADM0-dev,YEM,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/UKR_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,CHN-ADM2-dev,CHN,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/CHN_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,CHN-ADM2-dev,CHN,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/LBR_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,EGY-ADM1-dev,EGY,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/EGY_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,KWT-ADM0-dev,KWT,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/KWT_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,GEO-ADM2-dev,GEO,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/GEO_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,GNB-ADM1-dev,GNB,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/GNB_ADM1.zip
PASS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,GHA-ADM0-dev,GHA,ADM0,2007,Stanford Digital Repository,,Country,Public Domain,,https//purl.stanford.edu/rh271yg5585,https//purl.stanford.edu/rh271yg5585,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/GHA_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,IRQ-ADM0-dev,IRQ,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/IRQ_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,CAN-ADM2-dev,CAN,ADM2,2016.0,Statistics Canada (StatCan),nan,,Open Data Commons Open Database License 1.0,"Statistics Canada Open License Agreement, http//www.statcan.gc.ca/eng/reference/licence",https//www.statcan.gc.ca/eng/reference/licence,http//www12.statcan.gc.ca/census-recensement/2011/geo/bound-limit/bound-limit-2016-eng.cfm,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/CAN_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,WSM-ADM0-dev,WSM,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/WSM_ADM0.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,WSM-ADM0-dev,WSM,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/IRQ_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,WSM-ADM0-dev,WSM,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BEN_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,MCO-ADM0-dev,MCO,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MCO_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,ISR-ADM1-dev,ISR,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/ISR_ADM1.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,ISR-ADM1-dev,ISR,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BGD_ADM4.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,ISR-ADM1-dev,ISR,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/PSE_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BDI-ADM1-dev,BDI,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BDI_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,CAN-ADM1-dev,CAN,ADM1,2020.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/CAN_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NAM-ADM1-dev,NAM,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/NAM_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,SWE-ADM3-dev,SWE,ADM3,2018.0,Lantmateriet,Statistics Sweden,,Public Domain,Public Domain,https//www.lantmateriet.se/sv/Kartor-och-geografisk-information/oppna-data/?faq=d3f4,https//www.lantmateriet.se/sv/Kartor-och-geografisk-information/Kartor/distriktsindelning/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SWE_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,COG-ADM1-dev,COG,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/COG_ADM1.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,COG-ADM1-dev,COG,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SDN_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,OMN-ADM1-dev,OMN,ADM1,2010.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/OMN_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,ESP-ADM1-dev,ESP,ADM1,2017.0,Instituto de Geografico Nacional,nan,,Creative Commons Attribution 4.0 International (CC BY 4.0),CC-BY 4.0,http//centrodedescargas.cnig.es/CentroDescargas/index.jsp#,http//centrodedescargas.cnig.es/CentroDescargas/index.jsp,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/ESP_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,MMR-ADM2-dev,MMR,ADM2,2014.0,"Myanmar Information Management Unit (MIMU), United Nations Development Programme (UNDP)",nan,,Open Data Commons Open Database License 1.0,Granted in terms of use,https//www.openstreetmap.org/copyright,http//geonode.themimu.info/layers/?limit=5&offset=10,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MMR_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,TCD-ADM0-dev,TCD,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/TCD_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,TLS-ADM0-dev,TLS,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/TLS_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,SLB-ADM4-dev,SLB,ADM4,2014.0,POPGIS,nan,,Other - Direct Permission,Granted to redistribute in email,https//twitter.com/WMgeoLab/status/1196550630023651328/photo/3,http//prism.spc.int/regional-data-and-tools/popgis2,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SLB_ADM4.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,MWI-ADM2-dev,MWI,ADM2,2002.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MWI_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,MWI-ADM2-dev,MWI,ADM2,2002.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MOZ_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,PRY-ADM0-dev,PRY,ADM0,2012.0,"Direcion General de Estadica, Encuestas y Censos",nan,,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons V4,https//twitter.com/WMgeoLab/status/1179001467669078017/photo/1,http//geo.stp.gov.py/user/dgeec/tables/paraguay_2012_departamentos/public,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/PRY_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,SMR-ADM0-dev,SMR,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SMR_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,KHM-ADM2-dev,KHM,ADM2,2014.0,Open Development Mekong,Open Development Cambodia,,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons,https//opendevelopmentcambodia.net/dataset/?id=administrative-boundaries-of-cambodia-2014,https//opendevelopmentcambodia.net/dataset/?id=administrative-boundaries-of-cambodia-2014,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/KHM_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,GNQ-ADM0-dev,GNQ,ADM0,2016.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/GNQ_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,IRN-ADM0-dev,IRN,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/IRN_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,DMA-ADM1-dev,DMA,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/DMA_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,THA-ADM0-dev,THA,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/THA_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BRA-ADM1-dev,BRA,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BRA_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,TGO-ADM0-dev,TGO,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/TGO_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,IRQ-ADM1-dev,IRQ,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/IRQ_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,AUS-ADM0-dev,AUS,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/AUS_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,MNG-ADM2-dev,MNG,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MNG_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,BHS-ADM1-dev,BHS,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BHS_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BLR-ADM1-dev,BLR,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BLR_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,UKR-ADM1-dev,UKR,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/UKR_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,MKD-ADM1-dev,MKD,ADM1,2016.0,Humanitarian Data Exchange,NTES,,Creative Commons Attribution 4.0 International (CC BY 4.0),Noted in metadata tab,https//data.humdata.org/dataset/fyrom-administrative-levels-1-4-from-eurogeographics-and-ntes,https//data.humdata.org/dataset/fyrom-administrative-levels-1-4-from-eurogeographics-and-ntes,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MKD_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,MYS-ADM1-dev,MYS,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MYS_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,SGP-ADM0-dev,SGP,ADM0,2016.0,Urban Redevelopment Authority,derived from ADM 3,,Open Data Commons Open Database License 1.0,Link to license terms of use https,https//data.gov.sg/dataset/master-plan-2014-subzone-boundary-no-sea,https//data.gov.sg/dataset/master-plan-2014-subzone-boundary-no-sea,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SGP_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NZL-ADM1-dev,NZL,ADM1,2017.0,NZ Stats,nan,,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons Attribution 4.0,http//www.stats.govt.nz/about_us/about-this-site/copyright-terms-of-use.aspx,http//www.stats.govt.nz/browse_for_stats/Maps_and_geography/Geographic-areas/digital-boundary-files.aspx,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/NZL_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,SVK-ADM2-dev,SVK,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SVK_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,SVK-ADM2-dev,SVK,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/EGY_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,MAR-ADM1-dev,MAR,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MAR_ADM1.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,MAR-ADM1-dev,MAR,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/TCD_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,MDG-ADM0-dev,MDG,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MDG_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,JAM-ADM1-dev,JAM,ADM1,2011.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/JAM_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,XKX-ADM2-dev,XKX,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/XKX_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,SLB-ADM0-dev,SLB,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SLB_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,PRT-ADM2-dev,PRT,ADM2,2016.0,DG Territory,nan,,Open Data Commons Open Database License 1.0,Open data noted on source page,https//snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231908,https//snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231908,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/PRT_ADM2.zip
